player_id,name,last_year,team,teams,pos,off_runs_per_inning,pit_runs_per_inning,fld_runs_per_inning,off_innings,pit_innings,fld_innings,off_raa,pit_raa,fld_raa,total_raa,off_war,pit_war,fld_war,total_war,seasons_played,first_year,last_year_played,off_war_per_season,pit_war_per_season,fld_war_per_season,total_war_per_season,off_war_full_season_rate,pit_war_full_season_rate,fld_war_full_season_rate,pos_group,off_pos_z,fld_pos_z,pit_pos_z
hance001,Emerson Hancock,2026.0,SEA,SEA,P,,0.02268461510539055,,0,49,0,,1.1115461401641369,,1.1115461401641369,,0.11115461401641369,,0.11115461401641369,1,2026,2026,,0.11115461401641369,,0.11115461401641369,,0.453692302107811,,P,,,
dollc001,Chase Dollander,2026.0,COL,COL,P,,0.023828264325857162,,0,46,0,,1.0961001589894295,,1.0961001589894295,,0.10961001589894295,,0.10961001589894295,1,2026,2026,,0.10961001589894295,,0.10961001589894295,,0.47656528651714325,,P,,,
ginnj001,J.T. Ginn,2026.0,ATH,ATH,P,,0.02564576268196106,,0,41,0,,1.0514762699604034,,1.0514762699604034,,0.10514762699604034,,0.10514762699604034,1,2026,2026,,0.10514762699604034,,0.10514762699604034,,0.5129152536392212,,P,,,
sugat001,Tomoyuki Sugano,2026.0,COL,COL,P,,0.023658787831664085,,0,44,0,,1.0409866645932198,,1.0409866645932198,,0.10409866645932198,,0.10409866645932198,1,2026,2026,,0.10409866645932198,,0.10409866645932198,,0.4731757566332817,,P,,,
ceasd001,Dylan Cease,2026.0,TOR,TOR,P,,0.021645043045282364,,0,48,0,,1.0389620661735535,,1.0389620661735535,,0.10389620661735535,,0.10389620661735535,1,2026,2026,,0.10389620661735535,,0.10389620661735535,,0.4329008609056473,,P,,,
rilea001,Austin Riley,2026.0,ATL,ATL,3B,0.0058965422213077545,,,172,0,0,1.0142052620649338,,,1.0142052620649338,0.10142052620649337,,,0.10142052620649337,1,2026,2026,0.10142052620649337,,,0.10142052620649337,0.4127579554915428,,,3B,,,
yamay001,Yoshinobu Yamamoto,2026.0,LAD,LAD,P,,0.02224414050579071,,0,45,0,,1.000986322760582,,1.000986322760582,,0.1000986322760582,,0.1000986322760582,1,2026,2026,,0.1000986322760582,,0.1000986322760582,,0.4448828101158142,,P,,,
baldd001,Drake Baldwin,2026.0,ATL,ATL,C,0.005279998295009136,,,188,0,0,0.9926396794617176,,,0.9926396794617176,0.09926396794617176,,,0.09926396794617176,1,2026,2026,0.09926396794617176,,,0.09926396794617176,0.36959988065063953,,,C,,,
warrw001,Will Warren,2026.0,NYY,NYY,P,,0.022520454600453377,,0,44,0,,0.9909000024199486,,0.9909000024199486,,0.09909000024199485,,0.09909000024199485,1,2026,2026,,0.09909000024199485,,0.09909000024199485,,0.45040909200906754,,P,,,
mclen001,Nolan McLean,2026.0,NYM,NYM,P,,0.01988234370946884,,0,48,0,,0.9543524980545044,,0.9543524980545044,,0.09543524980545044,,0.09543524980545044,1,2026,2026,,0.09543524980545044,,0.09543524980545044,,0.39764687418937683,,P,,,
peraf001,Freddy Peralta,2026.0,NYM,NYM,P,,0.020648259669542313,,0,45,0,,0.9291716851294041,,0.9291716851294041,,0.0929171685129404,,0.0929171685129404,1,2026,2026,,0.0929171685129404,,0.0929171685129404,,0.41296519339084625,,P,,,
mizec001,Casey Mize,2026.0,DET,DET,P,,0.02699708566069603,,0,34,0,,0.917900912463665,,0.917900912463665,,0.0917900912463665,,0.0917900912463665,1,2026,2026,,0.0917900912463665,,0.0917900912463665,,0.5399417132139206,,P,,,
bellc002,Cody Bellinger,2026.0,NYY,NYY,LF,0.005301094613969326,,,173,0,0,0.9170893682166934,,,0.9170893682166934,0.09170893682166933,,,0.09170893682166933,1,2026,2026,0.09170893682166933,,,0.09170893682166933,0.3710766229778528,,,LF,,,
junkj001,Janson Junk,2026.0,MIA,MIA,P,,0.0186327937990427,,0,47,0,,0.875741308555007,,0.875741308555007,,0.0875741308555007,,0.0875741308555007,1,2026,2026,,0.0875741308555007,,0.0875741308555007,,0.37265587598085403,,P,,,
turab002,Brice Turang,2026.0,MIL,MIL,2B,0.005170324817299843,,,166,0,0,0.8582739196717739,,,0.8582739196717739,0.0858273919671774,,,0.0858273919671774,1,2026,2026,0.0858273919671774,,,0.0858273919671774,0.361922737210989,,,2B,,,
cruzo001,Oneil Cruz,2026.0,PIT,PIT,CF,0.004776027984917164,,,179,0,0,0.8549090093001723,,,0.8549090093001723,0.08549090093001724,,,0.08549090093001724,1,2026,2026,0.08549090093001724,,,0.08549090093001724,0.33432195894420147,,,CF,,,
albio001,Ozzie Albies,2026.0,ATL,ATL,2B,0.004833544604480267,,,176,0,0,0.8507038503885269,,,0.8507038503885269,0.0850703850388527,,,0.0850703850388527,1,2026,2026,0.0850703850388527,,,0.0850703850388527,0.33834812231361866,,,2B,,,
arris001,Spencer Arrighetti,2026.0,HOU,HOU,P,,0.028966862708330154,,0,29,0,,0.8400390185415745,,0.8400390185415745,,0.08400390185415745,,0.08400390185415745,1,2026,2026,,0.08400390185415745,,0.08400390185415745,,0.5793372541666031,,P,,,
suarr001,Ranger Suarez,2026.0,BOS,BOS,P,,0.02033006027340889,,0,41,0,,0.8335324712097645,,0.8335324712097645,,0.08335324712097644,,0.08335324712097644,1,2026,2026,,0.08335324712097644,,0.08335324712097644,,0.4066012054681778,,P,,,
mccls003,Shane McClanahan,2026.0,TB,TB,P,,0.022566940635442734,,0,36,0,,0.8124098628759384,,0.8124098628759384,,0.08124098628759384,,0.08124098628759384,1,2026,2026,,0.08124098628759384,,0.08124098628759384,,0.4513388127088547,,P,,,
chisj001,Jazz Chisholm Jr.,2026.0,NYY,NYY,2B,0.004907621070742607,,,161,0,0,0.7901269923895597,,,0.7901269923895597,0.07901269923895597,,,0.07901269923895597,1,2026,2026,0.07901269923895597,,,0.07901269923895597,0.3435334749519825,,,2B,,,
oberb002,Bailey Ober,2026.0,MIN,MIN,P,,0.016711508855223656,,0,46,0,,0.7687294073402882,,0.7687294073402882,,0.07687294073402881,,0.07687294073402881,1,2026,2026,,0.07687294073402881,,0.07687294073402881,,0.3342301771044731,,P,,,
sotog003,Gregory Soto,2026.0,PIT,PIT,P,,0.03296881541609764,,0,23,0,,0.7582827545702457,,0.7582827545702457,,0.07582827545702457,,0.07582827545702457,1,2026,2026,,0.07582827545702457,,0.07582827545702457,,0.6593763083219528,,P,,,
crowp001,Pete Crow-Armstrong,2026.0,CHC,CHC,CF,0.004457681439816952,,,167,0,0,0.7444328004494309,,,0.7444328004494309,0.07444328004494309,,,0.07444328004494309,1,2026,2026,0.07444328004494309,,,0.07444328004494309,0.3120377007871866,,,CF,,,
gilbl002,Logan Gilbert,2026.0,SEA,SEA,P,,0.01429164782166481,,0,52,0,,0.7431656867265701,,0.7431656867265701,,0.07431656867265701,,0.07431656867265701,1,2026,2026,,0.07431656867265701,,0.07431656867265701,,0.2858329564332962,,P,,,
libem001,Matthew Liberatore,2026.0,STL,STL,P,,0.017049698159098625,,0,43,0,,0.7331370208412409,,0.7331370208412409,,0.07331370208412409,,0.07331370208412409,1,2026,2026,,0.07331370208412409,,0.07331370208412409,,0.3409939631819725,,P,,,
ashba003,Aaron Ashby,2026.0,MIL,MIL,P,,0.02429068274796009,,0,30,0,,0.7287204824388027,,0.7287204824388027,,0.07287204824388027,,0.07287204824388027,1,2026,2026,,0.07287204824388027,,0.07287204824388027,,0.4858136549592018,,P,,,
roupl001,Landen Roupp,2026.0,SF,SF,P,,0.0158192478120327,,0,46,0,,0.7276853993535042,,0.7276853993535042,,0.07276853993535042,,0.07276853993535042,1,2026,2026,,0.07276853993535042,,0.07276853993535042,,0.316384956240654,,P,,,
contw002,William Contreras,2026.0,MIL,MIL,C,0.00438323337584734,,,161,0,0,0.7057005735114217,,,0.7057005735114217,0.07057005735114216,,,0.07057005735114216,1,2026,2026,0.07057005735114216,,,0.07057005735114216,0.3068263363093138,,,C,,,
buscm003,Michael Busch,2026.0,CHC,CHC,1B,0.003983691334724426,,,176,0,0,0.701129674911499,,,0.701129674911499,0.0701129674911499,,,0.0701129674911499,1,2026,2026,0.0701129674911499,,,0.0701129674911499,0.27885839343070984,,,1B,,,
willg004,Gavin Williams,2026.0,CLE,CLE,P,,0.012275206856429577,,0,57,0,,0.6996867908164859,,0.6996867908164859,,0.06996867908164858,,0.06996867908164858,1,2026,2026,,0.06996867908164858,,0.06996867908164858,,0.24550413712859154,,P,,,
dubom001,Mauricio Dubón,2026.0,ATL,ATL,SS,0.004405329003930092,,,157,0,0,0.6916366536170244,,,0.6916366536170244,0.06916366536170244,,,0.06916366536170244,1,2026,2026,0.06916366536170244,,,0.06916366536170244,0.30837303027510643,,,SS,,,
tuckk001,Kyle Tucker,2026.0,LAD,LAD,RF,0.004067347384989262,,,169,0,0,0.6873817080631852,,,0.6873817080631852,0.06873817080631853,,,0.06873817080631853,1,2026,2026,0.06873817080631853,,,0.06873817080631853,0.2847143169492483,,,RF,,,
ryanj002,Joe Ryan,2026.0,MIN,MIN,P,,0.014247775077819824,,0,47,0,,0.6696454286575317,,0.6696454286575317,,0.06696454286575318,,0.06696454286575318,1,2026,2026,,0.06696454286575318,,0.06696454286575318,,0.2849555015563965,,P,,,
happi001,Ian Happ,2026.0,CHC,CHC,LF,0.003801516955718398,,,176,0,0,0.6690669842064381,,,0.6690669842064381,0.06690669842064381,,,0.06690669842064381,1,2026,2026,0.06690669842064381,,,0.06690669842064381,0.26610618690028787,,,LF,,,
headb001,Brent Headrick,2026.0,NYY,NYY,P,,0.022868312895298004,,0,29,0,,0.6631810739636421,,0.6631810739636421,,0.0663181073963642,,0.0663181073963642,1,2026,2026,,0.0663181073963642,,0.0663181073963642,,0.4573662579059601,,P,,,
ashcg001,Graham Ashcraft,2026.0,CIN,CIN,P,,0.02825106866657734,,0,23,0,,0.6497745793312788,,0.6497745793312788,,0.06497745793312788,,0.06497745793312788,1,2026,2026,,0.06497745793312788,,0.06497745793312788,,0.5650213733315468,,P,,,
bauej001,Jake Bauers,2026.0,MIL,MIL,1B,0.004842671565711498,,,134,0,0,0.6489179898053408,,,0.6489179898053408,0.06489179898053407,,,0.06489179898053407,1,2026,2026,0.06489179898053407,,,0.06489179898053407,0.3389870095998049,,,1B,,,
woodj004,James Wood,2026.0,WSH,WSH,RF,0.003324572229757905,,,194,0,0,0.6449670125730336,,,0.6449670125730336,0.06449670125730336,,,0.06449670125730336,1,2026,2026,0.06449670125730336,,,0.06449670125730336,0.23272005608305335,,,RF,,,
walkc002,Christian Walker,2026.0,HOU,HOU,1B,0.0038525115232914686,,,167,0,0,0.6433694243896753,,,0.6433694243896753,0.06433694243896752,,,0.06433694243896752,1,2026,2026,0.06433694243896752,,,0.06433694243896752,0.2696758066304028,,,1B,,,
rasmd002,Drew Rasmussen,2026.0,TB,TB,P,,0.017293186858296394,,0,37,0,,0.6398479137569666,,0.6398479137569666,,0.06398479137569665,,0.06398479137569665,1,2026,2026,,0.06398479137569665,,0.06398479137569665,,0.3458637371659279,,P,,,
liled001,Daylen Lile,2026.0,WSH,WSH,LF,0.0036087094340473413,,,176,0,0,0.6351328603923321,,,0.6351328603923321,0.0635132860392332,,,0.0635132860392332,1,2026,2026,0.0635132860392332,,,0.0635132860392332,0.2526096603833139,,,LF,,,
bellj005,Josh Bell,2026.0,MIN,MIN,1B,0.0039539337158203125,,,160,0,0,0.63262939453125,,,0.63262939453125,0.063262939453125,,,0.063262939453125,1,2026,2026,0.063262939453125,,,0.063262939453125,0.2767753601074219,,,1B,,,
lee-d005,Dylan Lee,2026.0,ATL,ATL,P,,0.031472284346818924,,0,20,0,,0.6294456869363785,,0.6294456869363785,,0.06294456869363785,,0.06294456869363785,1,2026,2026,,0.06294456869363785,,0.06294456869363785,,0.6294456869363785,,P,,,
burks001,Sean Burke,2026.0,CWS,CWS,P,,0.013325094245374203,,0,46,0,,0.6129543352872133,,0.6129543352872133,,0.061295433528721334,,0.061295433528721334,1,2026,2026,,0.061295433528721334,,0.061295433528721334,,0.26650188490748405,,P,,,
leahk001,Kyle Leahy,2026.0,STL,STL,P,,0.014590350911021233,,0,42,0,,0.6127947382628918,,0.6127947382628918,,0.06127947382628918,,0.06127947382628918,1,2026,2026,,0.06127947382628918,,0.06127947382628918,,0.29180701822042465,,P,,,
swand001,Dansby Swanson,2026.0,CHC,CHC,SS,0.0037498658057302237,,,161,0,0,0.603728394722566,,,0.603728394722566,0.0603728394722566,,,0.0603728394722566,1,2026,2026,0.0603728394722566,,,0.0603728394722566,0.26249060640111566,,,SS,,,
earlc001,Connelly Early,2026.0,BOS,BOS,P,,0.013173425570130348,,0,45,0,,0.5928041506558657,,0.5928041506558657,,0.05928041506558657,,0.05928041506558657,1,2026,2026,,0.05928041506558657,,0.05928041506558657,,0.26346851140260696,,P,,,
sorom001,Michael Soroka,2026.0,AZ,AZ,P,,0.015097612515091896,,0,39,0,,0.588806888088584,,0.588806888088584,,0.0588806888088584,,0.0588806888088584,1,2026,2026,,0.0588806888088584,,0.0588806888088584,,0.3019522503018379,,P,,,
corbp001,Patrick Corbin,2026.0,TOR,TOR,P,,0.018342725932598114,,0,32,0,,0.5869672298431396,,0.5869672298431396,,0.05869672298431396,,0.05869672298431396,1,2026,2026,,0.05869672298431396,,0.05869672298431396,,0.3668545186519623,,P,,,
bazae001,Eduard Bazardo,2026.0,SEA,SEA,P,,0.02398589625954628,,0,24,0,,0.5756615102291107,,0.5756615102291107,,0.05756615102291107,,0.05756615102291107,1,2026,2026,,0.05756615102291107,,0.05756615102291107,,0.4797179251909256,,P,,,
latzj001,Jacob Latz,2026.0,TEX,TEX,P,,0.024987993761897087,,0,23,0,,0.574723856523633,,0.574723856523633,,0.0574723856523633,,0.0574723856523633,1,2026,2026,,0.0574723856523633,,0.0574723856523633,,0.49975987523794174,,P,,,
millm004,Mason Miller,2026.0,SD,SD,P,,0.028302093967795372,,0,20,0,,0.5660418793559074,,0.5660418793559074,,0.056604187935590744,,0.056604187935590744,1,2026,2026,,0.056604187935590744,,0.056604187935590744,,0.5660418793559074,,P,,,
pagea001,Andy Pages,2026.0,LAD,LAD,CF,0.0035132283810526133,,,160,0,0,0.5621165409684181,,,0.5621165409684181,0.05621165409684181,,,0.05621165409684181,1,2026,2026,0.05621165409684181,,,0.05621165409684181,0.24592598667368293,,,CF,,,
philt002,Tyler Phillips,2026.0,MIA,MIA,P,,0.02157028764486313,,0,26,0,,0.5608274787664413,,0.5608274787664413,,0.056082747876644135,,0.056082747876644135,1,2026,2026,,0.056082747876644135,,0.056082747876644135,,0.4314057528972626,,P,,,
horws001,Spencer Horwitz,2026.0,PIT,PIT,1B,0.004109546542167664,,,136,0,0,0.5588983297348022,,,0.5588983297348022,0.05588983297348023,,,0.05588983297348023,1,2026,2026,0.05588983297348023,,,0.05588983297348023,0.28766825795173645,,,1B,,,
abrac001,CJ Abrams,2026.0,WSH,WSH,SS,0.0032635710667818785,,,168,0,0,0.5482799392193556,,,0.5482799392193556,0.05482799392193556,,,0.05482799392193556,1,2026,2026,0.05482799392193556,,,0.05482799392193556,0.2284499746747315,,,SS,,,
brega001,Alex Bregman,2026.0,CHC,CHC,3B,0.0030042428988963366,,,182,0,0,0.5467722075991333,,,0.5467722075991333,0.054677220759913325,,,0.054677220759913325,1,2026,2026,0.054677220759913325,,,0.054677220759913325,0.21029700292274356,,,3B,,,
alvay001,Yordan Alvarez,2026.0,HOU,HOU,LF,0.0030291250441223383,,,180,0,0,0.5452425079420209,,,0.5452425079420209,0.05452425079420209,,,0.05452425079420209,1,2026,2026,0.05452425079420209,,,0.05452425079420209,0.21203875308856368,,,LF,,,
netoz001,Zach Neto,2026.0,LAA,LAA,SS,0.00287237367592752,,,189,0,0,0.5428786247503012,,,0.5428786247503012,0.054287862475030126,,,0.054287862475030126,1,2026,2026,0.054287862475030126,,,0.054287862475030126,0.20106615731492639,,,SS,,,
finnk001,Kyle Finnegan,2026.0,DET,DET,P,,0.022550124675035477,,0,24,0,,0.5412029922008514,,0.5412029922008514,,0.05412029922008514,,0.05412029922008514,1,2026,2026,,0.05412029922008514,,0.05412029922008514,,0.45100249350070953,,P,,,
garcr006,Rico Garcia,2026.0,BAL,BAL,P,,0.023093730211257935,,0,23,0,,0.5311557948589325,,0.5311557948589325,,0.05311557948589325,,0.05311557948589325,1,2026,2026,,0.05311557948589325,,0.05311557948589325,,0.4618746042251587,,P,,,
